t_s,Ug_a,Ug_b,Ug_c,Ilsc_a,Ilsc_b,Ilsc_c,Imsc_a,Imsc_b,Imsc_c,Is_a,Is_b,Is_c,Ig_a,Ig_b,Ig_c,Udc,Ug_pos_d,Ug_pos_q,Ilsc_pos_d,Ilsc_pos_q,Imsc_pos_d,Imsc_pos_q,Is_pos_d,Is_pos_q,Ig_pos_d,Ig_pos_q,Ug_neg_d,Ug_neg_q,Ilsc_neg_d,Ilsc_neg_q,Imsc_neg_d,Imsc_neg_q,Is_neg_d,Is_neg_q,Ig_neg_d,Ig_neg_q,n
0.112,0.564618,0.438446,-1.00306,-0.101185,-0.00430573,0.10549,0.591596,-0.370209,-0.221387,0.179016,0,-0.179016,0.0778313,-0.00430573,-0.0735256,1.00162,0.990479,0,0.120972,-0.00878906,0.221069,-0.531982,-0.227295,0.00354004,-0.106323,-0.00524902,0.0078125,0.00952148,-0.00866699,0.00585938,0.0198975,-0.0307617,0.0045166,0.00402832,-0.00415039,0.0098877,0.911743
0.114,-0.0457372,0.880835,-0.835098,-0.0394692,-0.070327,0.109796,0.493202,-0.389888,-0.103314,0.0673526,0.120526,-0.187878,0.0278834,0.0501987,-0.078082,1.00121,1.01843,0,0.113281,0.00793457,0.202515,-0.551147,-0.201782,-0.0142822,-0.088501,-0.00634766,0.00415039,-0.00671387,0.00622559,-0.00769043,0.00891113,-0.0078125,-0.0146484,0.0155029,-0.00842285,0.0078125,0.911865
0.116,-0.601681,0.998332,-0.396652,0.0365987,-0.110514,0.0739151,0.575607,-0.338231,-0.237376,-0.0762148,0.21801,-0.141795,-0.039616,0.107496,-0.0678798,0.997522,1.0061,0,0.115112,0.00744629,0.225708,-0.569702,-0.219727,0.000366211,-0.104614,0.0078125,0.00488281,0.00488281,0.00219727,-0.00537109,0.00219727,-0.0343018,0.00146484,0.0292969,0.00366211,0.0239258,0.911987
0.118,-0.939978,0.717601,0.222377,0.0940085,-0.116972,0.0229639,0.617425,-0.323472,-0.293953,-0.180788,0.226872,-0.0460833,-0.08678,0.109899,-0.0231194,0.998341,0.991211,0,0.110352,-0.00317383,0.204102,-0.591187,-0.209106,0.00939941,-0.0987549,0.00622559,-0.00976563,0.010498,-0.00012207,-0.0134277,0.0268555,-0.0386963,-0.0141602,0.0220947,-0.0142822,0.00866699,0.912109
0.12,-0.947864,0.1656,0.782264,0.125584,-0.0782208,-0.0473631,0.607585,-0.309942,-0.297643,-0.200285,0.122298,0.0779872,-0.0747014,0.0440773,0.0306241,1.00121,1.00562,0,0.126099,-0.00268555,0.228882,-0.533081,-0.211182,-0.0374756,-0.085083,-0.0401611,0.00402832,0.0164795,0.0065918,0.00463867,-0.00219727,-0.0281982,0.0133057,0.0279541,0.0198975,0.0325928,0.912109
0.122,-0.558309,-0.426618,0.984927,0.120561,-0.00215287,-0.118408,0.646943,-0.308712,-0.338231,-0.200285,0.0265865,0.173699,-0.0797248,0.0244337,0.0552911,0.99957,0.981934,0,0.134033,-0.0020752,0.238647,-0.600464,-0.215942,0.0119629,-0.0819092,0.0098877,-0.00305176,0.00512695,0.000976563,0.00817871,0.00341797,0.0106201,-0.0137939,0.00524902,-0.0128174,0.0134277,0.912109
0.124,0.0504686,-0.873738,0.823269,0.0516688,0.070327,-0.121996,0.626034,-0.273044,-0.35299,-0.101029,-0.0815321,0.182561,-0.0493601,-0.0112051,0.0605652,0.998751,1.00757,0,0.129639,0.00708008,0.187012,-0.578369,-0.184204,-0.00158691,-0.0545654,0.00549316,0.0012207,-0.0183105,0.0113525,-0.00219727,0.0280762,0.00109863,-0.0319824,-0.00134277,-0.0206299,-0.00354004,0.911987
0.126,0.604835,-0.988869,0.384035,-0.0186582,0.108361,-0.0897028,0.575607,-0.237376,-0.338231,0.040766,-0.177244,0.136478,0.0221079,-0.0688827,0.0467748,1.00121,0.994019,0,0.117065,0.00158691,0.209229,-0.552246,-0.219116,0.0358887,-0.102051,0.0374756,0.00415039,-0.00244141,-0.00280762,0.00976563,0.050293,0.022583,-0.0135498,0.0257568,-0.0163574,0.0355225,0.911987
0.128,0.944709,-0.709715,-0.234994,-0.0796561,0.110514,-0.0308578,0.605126,-0.233687,-0.371439,0.108119,-0.179016,0.0708974,0.0284625,-0.0685022,0.0400397,1.00367,0.990845,0,0.114868,-0.0078125,0.150391,-0.607666,-0.170288,0.0385742,-0.0554199,0.0307617,-0.00012207,0.00683594,-0.00866699,0.00158691,0.0158691,-0.0140381,0.0020752,0.0045166,-0.0065918,0.00610352,0.911865
0.13,0.948652,-0.156137,-0.792515,-0.104773,0.0674565,0.0373164,0.576837,-0.202938,-0.373899,0.154202,-0.108119,-0.0460833,0.0494291,-0.0406621,-0.008767,1.00162,1.00964,0,0.122681,-0.00500488,0.175049,-0.559326,-0.182983,0,-0.0603027,-0.00500488,0.00878906,0.0169678,-0.0101318,0.0107422,-0.00769043,0.00158691,0.0212402,-0.00183105,0.0111084,0.00891113,0.911743
0.132,0.566983,0.432926,-0.999909,-0.0961614,-0.00287049,0.0990319,0.574377,-0.164811,-0.409567,0.140022,-0.0194968,-0.120526,0.0438611,-0.0223673,-0.0214938,1.00121,0.984863,0,0.117554,-0.00561523,0.177246,-0.600708,-0.171143,0.0189209,-0.0535889,0.0133057,0.010376,0.00280762,-0.00854492,-0.00012207,-0.012207,0.0196533,0.0032959,0.013916,-0.00524902,0.0137939,0.911621
0.134,-0.0402172,0.878469,-0.838252,-0.038034,-0.0681741,0.106208,0.553468,-0.158661,-0.394807,0.0602628,0.0655801,-0.125843,0.0222289,-0.00259397,-0.0196349,1.00285,1.01685,0,0.112671,0.0065918,0.13916,-0.540283,-0.138794,-0.00378418,-0.026123,0.00280762,0.0020752,-0.00805664,0.00646973,-0.0106201,0.0202637,-0.00341797,-0.017334,0.013916,-0.0108643,0.0032959,0.911621
0.136,-0.595372,0.992024,-0.396652,0.0308578,-0.111231,0.0803737,0.506731,-0.0910148,-0.415716,-0.0638077,0.154202,-0.0903942,-0.0329499,0.0429705,-0.0100206,1.00039,1.00208,0,0.114502,0.00671387,0.17627,-0.551025,-0.162109,0.000854492,-0.0476074,0.00756836,0.00732422,0.00634766,0.00439453,-0.00598145,0.0157471,-0.026123,-0.0172119,0.0258789,-0.0128174,0.0198975,0.911743
0.138,-0.937612,0.718389,0.219223,0.0897028,-0.111949,0.0222463,0.53133,-0.0467373,-0.484592,-0.150657,0.164837,-0.0141795,-0.0609543,0.0528875,0.00806681,0.99998,0.991333,0,0.108887,0.00109863,0.136597,-0.581665,-0.143799,0.0262451,-0.0349121,0.0273438,-0.00756836,0.012207,-0.000610352,-0.00842285,0.0167236,-0.043457,-0.0109863,0.0318604,-0.0115967,0.0234375,0.911865
0.14,-0.946287,0.168754,0.777532,0.119843,-0.0710446,-0.0487983,0.514111,0.00983944,-0.52395,-0.225099,0.104574,0.120526,-0.105256,0.0335291,0.0717274,1.00203,1.00037,0,0.124634,0.00268555,0.202759,-0.569702,-0.191772,0.00524902,-0.0671387,0.00793457,0.00268555,0.0133057,0.00317383,0.0065918,0.0281982,0.0109863,-0.0203857,-0.0168457,-0.0172119,-0.0102539,0.911987
0.142,-0.559098,-0.427406,0.986504,0.114102,0.000717622,-0.11482,0.445235,0.103314,-0.548549,-0.191423,-0.0602628,0.251686,-0.0773212,-0.0595452,0.136866,1.00121,0.987915,0,0.128052,0.00256348,0.281982,-0.556396,-0.264038,-0.012207,-0.135986,-0.00964355,-0.00866699,0.00854492,0.00292969,0.00720215,-0.034668,0.0166016,0.0427246,-0.0228271,0.0456543,-0.015625,0.912109
0.144,0.04968,-0.876104,0.826424,0.0502335,0.0660212,-0.116255,0.453844,0.0934747,-0.547319,-0.0602628,-0.166609,0.226872,-0.0100293,-0.100588,0.110617,1.00162,1.01086,0,0.124146,0.00378418,0.221558,-0.54187,-0.210205,-0.0424805,-0.0860596,-0.0386963,-0.00158691,-0.0184326,0.00939941,0.00012207,-0.0172119,0.0131836,0.00427246,-0.0172119,0.0136719,-0.0170898,0.912109
0.146,0.608778,-0.993601,0.384823,-0.0222463,0.101902,-0.0796561,0.418176,0.140212,-0.558388,0.0957115,-0.257003,0.161292,0.0734653,-0.155101,0.0816356,1.00367,0.993408,0,0.113892,0.00231934,0.260132,-0.529053,-0.248047,-0.0303955,-0.134155,-0.0280762,-0.0020752,-0.0045166,0.000610352,0.00769043,0.00280762,-0.0117188,0.0137939,0.0198975,0.0144043,0.0275879,0.912109
0.148,0.936035,-0.692366,-0.243669,-0.0731975,0.103338,-0.0301401,0.426786,0.188179,-0.614965,0.205603,-0.258776,0.0531731,0.132405,-0.155438,0.0230329,1.00285,0.992676,0,0.105957,-0.00769043,0.217285,-0.583374,-0.234497,0.0144043,-0.12854,0.00671387,-0.00280762,0.0158691,-0.00976563,0.00158691,0.00585938,-0.0350342,-0.00280762,0.0393066,-0.0125732,0.0408936,0.912109
0.15,0.962847,-0.17112,-0.791726,-0.101902,0.0739151,0.0279873,0.428016,0.17465,-0.602666,0.216237,-0.141795,-0.0744423,0.114335,-0.0678798,-0.0464551,0.99998,0.996094,0,0.105469,-0.0123291,0.238281,-0.541748,-0.233398,-0.0311279,-0.12793,-0.043457,0.02771,0.00561523,0.000854492,-0.00158691,-0.00964355,-0.0355225,0.0162354,0.036377,0.0170898,0.03479,0.911865
0.152,0.567772,0.436869,-1.00464,-0.0975966,-0.000717622,0.0983142,0.415716,0.18326,-0.598976,0.173699,-0.0265865,-0.147112,0.0761021,-0.0273042,-0.048798,0.998341,0.997192,0,0.118164,-0.00756836,0.214478,-0.598999,-0.2229,-0.0109863,-0.104736,-0.0185547,-0.000244141,0.00891113,-0.00854492,0.00219727,0.019043,-0.00012207,-0.00842285,0.0380859,-0.0169678,0.0402832,0.911743
0.154,-0.0457372,0.873738,-0.828001,-0.0344459,-0.0789384,0.113384,0.407107,0.196789,-0.603896,0.102801,0.0708974,-0.173699,0.0683554,-0.00804099,-0.0603144,0.998751,1.01709,0,0.117065,0.00537109,0.178467,-0.589111,-0.189819,0.0164795,-0.0727539,0.0218506,0.00610352,-0.0133057,0.00292969,-0.0155029,0.0131836,0.00292969,-0.0167236,0.00244141,-0.0137939,-0.0130615,0.911621
0.156,-0.586698,0.992024,-0.405326,0.0315754,-0.109796,0.0782208,0.35422,0.241066,-0.595286,-0.0194968,0.182561,-0.163064,0.0120786,0.0727647,-0.0848433,0.997932,0.987915,0,0.107666,0.00109863,0.207764,-0.546021,-0.211426,0.0534668,-0.10376,0.0545654,-0.0108643,0.00427246,-0.0100098,-0.0098877,0.0377197,0.0213623,0.00622559,0.0251465,-0.00378418,0.0152588,0.911743
0.158,-0.928938,0.698675,0.230263,0.10262,-0.118408,0.0157877,0.314862,0.289034,-0.603896,-0.13825,0.209147,-0.0708974,-0.0356301,0.0907398,-0.0551097,0.997932,0.993774,0,0.119263,-0.00109863,0.182983,-0.585693,-0.196411,0.0423584,-0.0771484,0.0412598,-0.000366211,0.0292969,0.00622559,-0.00756836,0.019043,-0.0107422,-0.00671387,0.0142822,-0.000488281,0.00671387,0.911743
0.16,-0.930515,0.184526,0.745989,0.123431,-0.0760679,-0.0473631,0.284114,0.300103,-0.584217,-0.184333,0.125843,0.0584904,-0.0609023,0.049775,0.0111273,1.00039,0.969482,0,0.126221,-0.000732422,0.207764,-0.560425,-0.205688,0.00708008,-0.0794678,0.00634766,-0.00341797,-0.0124512,0.0065918,0.00292969,0.00170898,0.00488281,0.0203857,0.00524902,0.0269775,0.00817871,0.911865
0.162,-0.562252,-0.414789,0.977041,0.125584,-0.00143524,-0.124149,0.268125,0.34561,-0.613735,-0.170154,0.0159519,0.154202,-0.04457,0.0145167,0.0300533,1.0008,0.971924,0,0.136108,0.00134277,0.194824,-0.569336,-0.194214,0.00695801,-0.0581055,0.00830078,-0.00866699,0.0090332,0.00317383,0.0107422,0.019165,0.0118408,0.00305176,0.0100098,0.00622559,0.020752,0.911865
0.164,0.0457372,-0.865064,0.819326,0.0523864,0.0710446,-0.123431,0.330851,0.290263,-0.621115,-0.0797596,-0.0903942,0.170154,-0.0273732,-0.0193496,0.0467229,1.0008,0.999512,0,0.132446,0.00830078,0.155884,-0.548828,-0.152466,-0.000732422,-0.0200195,0.00756836,-0.00354004,-0.0236816,0.0114746,-0.000488281,0.0255127,0.00524902,-0.0249023,0,-0.0134277,-0.000488281,0.911987
0.166,0.595372,-0.982561,0.387189,-0.0157877,0.101185,-0.085397,0.217698,0.305023,-0.52272,0.0336763,-0.148885,0.115208,0.0178886,-0.0476999,0.0298113,1.00612,0.980347,0,0.125122,-0.0147705,0.200928,-0.530884,-0.173706,0.0170898,-0.048584,0.00231934,-0.00488281,-0.00476074,-0.00671387,-0.0057373,0.0518799,0.00976563,-0.0114746,0.00512695,-0.0181885,-0.000610352,0.911987
0.168,0.941555,-0.700252,-0.241303,-0.0789384,0.108361,-0.0294225,0.16727,0.391118,-0.558388,0.102801,-0.179016,0.0762147,0.0238629,-0.0706551,0.0467922,1.00367,0.994385,0,0.117065,-0.0113525,0.133667,-0.579834,-0.169922,0.0297852,-0.0528564,0.0184326,0.013916,0.0152588,-0.00317383,0.00354004,0.017334,-0.0373535,-0.0252686,0.0119629,-0.0284424,0.0155029,0.911987
0.17,0.937612,-0.170332,-0.767281,-0.0983142,0.0674565,0.0308578,0.131603,0.402187,-0.53379,0.177244,-0.0850769,-0.0921667,0.0789294,-0.0176204,-0.0613089,1.00203,0.983032,0,0.109863,-0.00561523,0.1875,-0.527466,-0.197632,-0.020752,-0.0877686,-0.0263672,0.00683594,-0.00354004,-0.0101318,-0.00305176,-0.00378418,0.00256348,0.0152588,-0.0172119,0.00512695,-0.0202637,0.911987
0.172,0.566195,0.425829,-0.992024,-0.0947261,-0.00358811,0.0983142,0.109464,0.431705,-0.541169,0.14534,0.00886218,-0.154202,0.0506136,0.00527407,-0.0558877,0.99998,0.968628,0,0.119751,-0.00671387,0.169434,-0.546997,-0.177246,-0.0101318,-0.0574951,-0.0168457,0.0158691,0.00219727,-0.0114746,0.000976563,0.0272217,0.00671387,-0.00500488,-0.00488281,-0.0164795,-0.00390625,0.911865
0.174,-0.0346972,0.869795,-0.835098,-0.0444926,-0.0681741,0.112667,0.119303,0.445235,-0.564538,0.0833045,0.0797596,-0.163064,0.0388119,0.0115855,-0.0503974,1.00162,1.00671,0,0.109253,0.00512695,0.156372,-0.543457,-0.144409,-0.00756836,-0.0351563,-0.00244141,-0.00183105,-0.00830078,0.00585938,-0.00695801,0.0158691,0.0135498,-0.012207,-0.0142822,-0.00634766,-0.0212402,0.911743
0.176,-0.579601,0.985715,-0.406115,0.0272696,-0.106926,0.0796561,0.070106,0.461224,-0.53133,-0.0265865,0.154202,-0.127615,0.000683099,0.0472762,-0.0479593,0.99957,0.981201,0,0.109375,-0.00610352,0.196289,-0.567627,-0.172119,0.00952148,-0.0627441,0.00341797,-0.0106201,0.00744629,-0.0090332,-0.0117188,0.0229492,-0.00463867,0,-0.00439453,-0.0090332,-0.0161133,0.911743
0.178,-0.932092,0.704195,0.227897,0.0983142,-0.115537,0.0172229,-0.0245986,0.543629,-0.51903,-0.148885,0.20383,-0.0549455,-0.0505704,0.088293,-0.0377226,0.998751,0.996704,0,0.119263,-0.00488281,0.178345,-0.612061,-0.184692,0.0571289,-0.0654297,0.0522461,0.00378418,0.0252686,0.00964355,-0.0078125,0.0428467,-0.0302734,-0.0330811,0.0338135,-0.0234375,0.026001,0.911743
0.18,-0.947075,0.189257,0.757818,0.120561,-0.0696093,-0.0509512,-0.0602666,0.53133,-0.471063,-0.21801,0.120526,0.097484,-0.0974491,0.0509163,0.0465328,1.00817,0.974854,0,0.129395,0.00549316,0.2052,-0.588379,-0.229858,-0.00292969,-0.100464,0.00256348,0.00292969,-0.00695801,0.000488281,0.00842285,0.0438232,0.00769043,0.00500488,-0.0250244,0.00549316,-0.0166016,0.911865
0.182,-0.548846,-0.425829,0.974675,0.112667,0.00215287,-0.11482,-0.120533,0.548549,-0.428016,-0.19674,-0.028359,0.225099,-0.0840737,-0.0262061,0.11028,1.00776,0.983276,0,0.130371,0.000610352,0.214233,-0.579956,-0.250977,-0.0115967,-0.120605,-0.0109863,-0.0162354,-0.00219727,0.00134277,0.0090332,0.0264893,0.0532227,0.0152588,-0.0142822,0.0166016,-0.00524902,0.911987
0.184,0.0465258,-0.868218,0.821692,0.0523864,0.0674565,-0.119843,-0.119303,0.560848,-0.441545,-0.0868494,-0.134705,0.221555,-0.034463,-0.0672487,0.101712,1.00121,0.99585,0,0.121704,0.00268555,0.218384,-0.534424,-0.212158,-0.0301514,-0.0904541,-0.0274658,-0.00683594,-0.0145264,0.00695801,0.00268555,-0.000976563,0.010498,-0.0101318,-0.0166016,-0.00317383,-0.013916,0.912109
0.186,0.593006,-0.977041,0.384035,-0.0172229,0.0975966,-0.0803737,-0.150051,0.539939,-0.389888,0.0708974,-0.21092,0.140022,0.0536745,-0.113323,0.0596488,1.00367,0.971191,0,0.110962,-0.000854492,0.234985,-0.5177,-0.229736,-0.0239258,-0.118774,-0.0247803,-0.00561523,0.00708008,-0.00500488,0.0078125,0.0183105,0.0192871,-0.0112305,-0.00939941,-0.0162354,-0.00158691,0.912109
0.188,0.937612,-0.688423,-0.249189,-0.0782208,0.104055,-0.0258344,-0.190639,0.575607,-0.384968,0.177244,-0.209147,0.0319038,0.0990228,-0.105092,0.00606944,1.00162,0.994873,0,0.115112,-0.0098877,0.20105,-0.556152,-0.214478,0.00378418,-0.0993652,-0.00610352,0.00964355,0.0200195,-0.00231934,0.00158691,0.0157471,-0.0202637,-0.00561523,0.0151367,-0.00793457,0.0167236,0.912109
0.19,0.943921,-0.179794,-0.764126,-0.104773,0.070327,0.0344459,-0.211548,0.566998,-0.35545,0.216237,-0.104574,-0.111663,0.111464,-0.0342468,-0.0772176,0.99998,0.972412,0,0.108276,-0.00939941,0.224487,-0.521851,-0.237305,-0.0306396,-0.129028,-0.0400391,0.0129395,-0.0119629,-0.00170898,-0.00012207,0.00317383,-0.00634766,0.0140381,-0.012207,0.0123291,-0.0123291,0.912109
0.192,0.564618,0.428983,-0.993601,-0.101185,0.00215287,0.0990319,-0.255825,0.566998,-0.311172,0.159519,0.0124071,-0.171926,0.0583345,0.0145599,-0.0728944,0.998341,0.98584,0,0.114746,-0.00683594,0.250366,-0.523315,-0.216919,-0.0321045,-0.102173,-0.0389404,-0.000976563,0.00415039,-0.00195313,0.0045166,-0.0159912,-0.0174561,-0.00439453,0.0174561,-0.00634766,0.0219727,0.911987
0.194,-0.0370629,0.865064,-0.828001,-0.0401868,-0.0724798,0.112667,-0.287804,0.619885,-0.332081,0.0833045,0.097484,-0.180788,0.0431177,0.0250041,-0.0681218,0.999161,1.00598,0,0.118896,0.00341797,0.187866,-0.554688,-0.186523,-0.0177002,-0.067627,-0.0142822,0.00439453,-0.0057373,0.00280762,-0.0130615,0.0163574,0.0192871,-0.0198975,-0.00817871,-0.0170898,-0.0212402,0.911865
0.196,-0.579601,0.992812,-0.413212,0.0301401,-0.114102,0.0839618,-0.282884,0.598976,-0.316092,-0.0478558,0.179016,-0.13116,-0.0177156,0.0649141,-0.0471985,0.996703,0.986084,0,0.114502,-0.000488281,0.214233,-0.55835,-0.208374,0.0141602,-0.0938721,0.0136719,-0.00927734,0.0045166,-0.0057373,-0.0109863,0.00939941,0.0153809,0.00317383,0.00305176,-0.00256348,-0.00793457,0.911743
0.198,-0.443178,0.335143,0.108034,0.0452102,-0.0251168,-0.0200934,-0.910148,0.784695,0.125453,-0.708974,0.882673,-0.173699,-0.663764,0.857556,-0.193792,0.995474,0.765625,0,0.0880127,0.0169678,0.159912,-1.06055,-0.401245,0.613892,-0.313232,0.630859,-0.308838,0.192139,-0.0411377,0.0300293,0.447632,-0.0756836,-0.523071,0.113159,-0.564209,0.143188,0.911621
0.2,-0.46368,0.127749,0.335932,-0.00215287,0.149265,-0.147113,-1.22993,1.16843,0.0614964,-1.22653,1.12018,0.106346,-1.22868,1.26944,-0.0407663,0.995883,0.551025,0,0.108887,0.134399,0.611694,-0.845337,-0.737915,0.384277,-0.629028,0.518677,-0.0770264,0.0098877,-0.113525,0.0666504,0.407227,-0.156128,-0.52356,0.17749,-0.637085,0.244141,0.911499
0.202,-0.320949,-0.130903,0.451852,-0.146395,0.346611,-0.200217,-1.21886,1.47469,-0.255826,-1.51898,1.04042,0.478558,-1.66537,1.38703,0.278341,0.989739,0.472778,0,0.0817871,0.225098,0.728516,-0.920166,-0.90271,0.487671,-0.820923,0.712769,-0.00402832,-0.0238037,-0.148682,0.0264893,0.431519,-0.0749512,-0.528809,0.0183105,-0.67749,0.0447998,0.911377
0.204,-0.0662401,-0.34224,0.40848,-0.360964,0.424115,-0.0631507,-0.863411,1.57554,-0.71213,-1.47289,0.687705,0.785189,-1.83386,1.11182,0.722038,0.989329,0.458374,0,0.0561523,0.335938,0.672607,-1.02576,-0.859985,0.661133,-0.803833,0.99707,0.0142822,-0.0098877,-0.098999,-0.0646973,0.453003,0.0673828,-0.511597,-0.18335,-0.610596,-0.248047,0.911011
0.206,0.182949,-0.41952,0.236572,-0.473631,0.31073,0.1629,-0.494432,1.34431,-0.849882,-1.22121,0.258776,0.962433,-1.69484,0.569506,1.12533,0.991377,0.43457,0,0.0599365,0.401245,0.474854,-1.1123,-0.668823,0.852417,-0.608887,1.25366,0.0136719,0.010498,-0.0379639,-0.067627,0.332764,0.259888,-0.295044,-0.367188,-0.333008,-0.434814,0.910522
0.208,0.36432,-0.334355,-0.0299657,-0.451384,0.0653036,0.386081,-0.212778,0.976564,-0.763787,-0.776327,-0.113436,0.889763,-1.22771,-0.0481323,1.27584,1.00531,0.431152,0,0.095459,0.442505,0.217407,-1.07849,-0.384155,0.912231,-0.288696,1.35474,0.0129395,0.0238037,0.0012207,-0.0489502,0.124634,0.376831,-0.0302734,-0.421509,-0.0290527,-0.470459,0.910156
0.21,0.403749,-0.127749,-0.276,-0.251168,-0.221028,0.472195,-0.126683,0.689991,-0.563308,-0.343853,-0.359805,0.703657,-0.59502,-0.580832,1.17585,1.00572,0.417114,0,0.125244,0.465332,0.0466309,-0.932251,-0.138306,0.811646,-0.0130615,1.27698,0.00415039,0.012085,0.000244141,-0.0129395,-0.0845947,0.295654,0.181152,-0.262085,0.181396,-0.275024,0.90979
0.212,0.269692,0.138789,-0.40848,0.0186582,-0.377469,0.358811,-0.199249,0.380048,-0.1808,0.0762148,-0.308404,0.232189,0.0948729,-0.685873,0.591,1.0094,0.416138,0,0.120605,0.431641,0.0717773,-0.720337,-0.113892,0.643555,0.00671387,1.0752,-0.0111084,0.00964355,0.0345459,-0.00671387,-0.287109,0.176636,0.326416,-0.135132,0.360962,-0.141846,0.909424
0.214,0.0197143,0.35328,-0.372995,0.303554,-0.412633,0.109079,-0.316092,0.200479,0.115613,0.140022,-0.0159519,-0.124071,0.443577,-0.428585,-0.014992,1.00612,0.427856,0,0.127197,0.44165,0.152466,-0.498169,-0.119629,0.374634,0.00756836,0.816284,-0.0161133,-0.00366211,0.0379639,-0.0218506,-0.273804,-0.0612793,0.249634,0.121338,0.287598,0.0994873,0.90918
0.216,-0.232629,0.431349,-0.19872,0.432726,-0.259779,-0.172947,-0.505501,0.0910148,0.414486,-0.0762148,0.365122,-0.288907,0.356511,0.105343,-0.461854,0.999161,0.429199,0,0.116211,0.427246,0.339233,-0.388916,-0.275513,0.213257,-0.159302,0.640503,-0.00146484,-0.0065918,0.02771,0.0057373,-0.118286,-0.239014,0.0645752,0.262085,0.0922852,0.267822,0.909058
0.218,-0.403749,0.3312,0.0725486,0.399716,-0.0279873,-0.371728,-0.728119,0.0676461,0.660472,-0.485647,0.620353,-0.134705,-0.085932,0.592365,-0.506433,0.98769,0.435303,0,0.127441,0.408203,0.523682,-0.383545,-0.462891,0.132813,-0.335449,0.541016,0.0057373,0.00463867,0.020874,-0.00720215,0.0986328,-0.220215,-0.154663,0.188599,-0.133789,0.181396,0.908813
0.22,-0.431349,0.112766,0.318583,0.231792,0.228204,-0.459996,-0.992553,0.126683,0.865871,-0.886218,0.629215,0.257003,-0.654426,0.857419,-0.202993,0.977039,0.437744,0,0.138672,0.418945,0.729126,-0.467285,-0.681641,0.125122,-0.542969,0.544067,0.00952148,0.000732422,0.0147705,0.0147705,0.25708,-0.0780029,-0.249634,0.00891113,-0.234863,0.0236816,0.908813
0.222,-0.283097,-0.156137,0.439235,0.0200934,0.378904,-0.398998,-1.22132,0.270585,0.950736,-1.09005,0.338535,0.751513,-1.06995,0.71744,0.352515,0.969665,0.43457,0,0.15332,0.390869,0.837036,-0.575317,-0.843262,0.2052,-0.689941,0.596069,0.00195313,0.00244141,0.0263672,0.0469971,0.229614,0.0895996,-0.17627,-0.15918,-0.149902,-0.112183,0.908691
0.224,-0.0283886,-0.369052,0.39744,-0.241121,0.454972,-0.213851,-1.36645,0.504271,0.862181,-0.997882,-0.102801,1.10068,-1.239,0.352171,0.886831,0.966388,0.447388,0,0.196777,0.407227,0.856812,-0.730957,-0.905518,0.328735,-0.70874,0.735962,-0.00366211,0.00146484,-0.00256348,0.0102539,0.141968,0.225952,-0.0705566,-0.248779,-0.0731201,-0.238525,0.908569
0.226,0.221589,-0.447909,0.22632,-0.403304,0.381057,0.0222463,-1.43533,0.70229,0.733038,-0.712519,-0.572497,1.28502,-1.11582,-0.191439,1.30726,0.96434,0.440918,0,0.206543,0.376709,0.810059,-0.914551,-0.907593,0.529663,-0.70105,0.906372,-0.00769043,0.00805664,-0.03125,-0.0131836,-0.0632324,0.251099,0.13916,-0.233154,0.10791,-0.246338,0.908447
0.228,0.399018,-0.361166,-0.0378515,-0.461431,0.166488,0.294943,-1.37137,0.815444,0.555928,-0.253458,-0.941164,1.19462,-0.714889,-0.774675,1.48956,0.966798,0.447266,0,0.237793,0.385986,0.6698,-1.04773,-0.818481,0.706665,-0.580688,1.09265,-0.00244141,0.00891113,0.000244141,-0.0134277,-0.190796,0.150146,0.240967,-0.0968018,0.241211,-0.110229,0.908325
0.23,0.43056,-0.14352,-0.28704,-0.345894,-0.0810913,0.426985,-1.18811,0.832663,0.35545,0.262321,-1.10954,0.847224,-0.0835733,-1.19064,1.27421,0.970075,0.439819,0,0.238037,0.374512,0.529907,-1.07666,-0.687988,0.799316,-0.449951,1.17383,-0.0020752,-0.00317383,0.0148926,-0.0155029,-0.231812,-0.0257568,0.224609,0.0883789,0.239502,0.072876,0.908081
0.232,0.305177,0.109612,-0.414789,-0.110514,-0.314318,0.424832,-1.09587,0.811754,0.284114,0.652256,-1.01383,0.361577,0.541743,-1.32815,0.786409,0.9754,0.422119,0,0.239258,0.372925,0.374634,-1.08252,-0.517334,0.861816,-0.278076,1.23474,0.00708008,-0.00964355,0.0158691,0.00561523,-0.109741,-0.143677,0.0706787,0.17981,0.0865479,0.185425,0.907837
0.234,0.0591429,0.328046,-0.387189,0.167206,-0.430573,0.263367,-0.926137,0.70106,0.225077,0.797596,-0.682388,-0.115208,0.964802,-1.11296,0.148159,0.976629,0.432373,0,0.24707,0.381958,0.257568,-1.01099,-0.36853,0.822632,-0.12146,1.20459,0.0012207,-0.00939941,0.0239258,-0.00585938,0.0262451,-0.161743,-0.0853271,0.170654,-0.0614014,0.164795,0.907593
0.236,-0.186103,0.40848,-0.222377,0.385363,-0.400433,0.0150701,-0.777316,0.542399,0.234917,0.693023,-0.226872,-0.466151,1.07839,-0.627305,-0.451081,0.979087,0.419312,0,0.250122,0.365234,0.205811,-0.911011,-0.266113,0.758545,-0.0159912,1.12378,0.00830078,0.0065918,0.00744629,-0.0169678,0.121826,-0.100464,-0.147583,0.0582275,-0.140137,0.0412598,0.907471
